attractiveness,disclosure,threshold,matches,true_satisfaction
0.588702,0.765348,0.5,11,8
0.627984,0.305343,0.5,11,9
0.906008,0.49034,0.5,23,20
0.401447,0.33327,0.5,9,7
0.551122,0.499726,0.5,9,7
0.446602,0.893447,0.5,3,2
0.69534,0.916595,0.5,19,15
0.337181,0.242894,0.5,7,6
0.644069,0.401917,0.5,11,9
0.73297,0.528148,0.5,18,14
0.590123,0.610404,0.5,4,4
0.637169,0.791707,0.5,13,11
0.723221,0.42161,0.5,13,12
0.523855,0.603448,0.5,9,8
0.456275,0.235645,0.5,11,9
0.498696,0.863078,0.5,4,4
0.654525,0.83479,0.5,15,10
0.607064,0.252108,0.5,6,5
0.527265,0.979914,0.5,5,4
0.466815,0.974496,0.5,5,5
0.507587,0.770869,0.5,1,1
0.876337,0.759186,0.5,25,21
0.520598,0.657154,0.5,5,4
0.473229,0.759898,0.5,3,3
0.519903,0.39392,0.5,6,6
0.839668,0.458394,0.5,14,12
0.815904,0.951858,0.5,33,30
0.770584,0.209251,0.5,9,7
0.578565,0.548016,0.5,5,4
0.739893,0.882399,0.5,18,15
0.48931,0.933154,0.5,1,1
0.65625,0.67589,0.5,11,9
0.641548,0.349423,0.5,16,16
0.447403,0.784452,0.5,5,5
0.918097,0.565856,0.5,28,21
0.639367,0.520871,0.5,8,6
0.709607,0.959123,0.5,20,17
0.789878,0.61413,0.5,19,15
0.611157,0.453077,0.5,8,7
0.350426,0.589315,0.5,4,3
0.581307,0.377685,0.5,11,10
0.547998,0.584642,0.5,6,6
0.377785,0.685152,0.5,2,1
0.41134,0.256521,0.5,7,4
0.632088,0.693183,0.5,8,6
0.608117,0.554287,0.5,10,10
0.866852,0.611708,0.5,26,21
0.427462,0.908199,0.5,3,3
0.603516,0.864916,0.5,10,8
0.665217,0.357621,0.5,11,8
0.675874,0.203929,0.5,10,10
0.651201,0.730528,0.5,12,11
0.636191,0.779052,0.5,13,12
0.670309,0.629158,0.5,12,12
0.636107,0.218401,0.5,12,11
0.691742,0.675951,0.5,9,8
0.312096,0.248353,0.5,9,6
0.522224,0.992321,0.5,5,3
0.377243,0.268603,0.5,8,4
0.588997,0.801742,0.5,5,2
0.719648,0.443944,0.5,12,11
0.649631,0.412212,0.5,9,9
0.782789,0.432342,0.5,22,19
0.519998,0.244292,0.5,10,10
0.649009,0.416715,0.5,9,7
0.725212,0.755131,0.5,22,16
0.586173,0.733955,0.5,8,7
0.632128,0.708368,0.5,10,10
0.455827,0.510589,0.5,9,6
0.756804,0.305966,0.5,17,12
0.743228,0.272773,0.5,15,11
0.625001,0.292729,0.5,18,11
0.554813,0.246758,0.5,11,10
